Date,Close,Lag_1,Lag_2,Lag_3,Lag_5,Lag_7,MA_7,MA_21,MA_50,Daily_Return,Volatility_7,Volatility_21,Close_Diff
2015-04-17,1202.9000244140625,1198.0,1201.5,1192.800048828125,1204.5999755859375,1203.0999755859375,1198.9571533203125,1197.0333368210565,1196.37,0.40901706294345086,0.6762988246999425,0.9045061876354862,4.9000244140625
2015-04-20,1193.5,1202.9000244140625,1198.0,1201.5,1199.300048828125,1193.5999755859375,1198.94287109375,1198.1952427455358,1195.0,-0.7814468553728138,0.6747130920249201,0.8757677642843065,-9.4000244140625
2015-04-21,1202.9000244140625,1193.5,1202.9000244140625,1198.0,1192.800048828125,1204.5999755859375,1198.7000209263392,1199.0571463448662,1194.38,0.7876015428623706,0.6455058593673442,0.8442428009245195,9.4000244140625
2015-04-22,1186.9000244140625,1202.9000244140625,1193.5,1202.9000244140625,1201.5,1199.300048828125,1196.9285888671875,1199.0047665550596,1193.3019995117188,-1.3301188523787477,0.8092976497227158,0.8964154230749015,-16.0
2015-04-23,1194.4000244140625,1186.9000244140625,1202.9000244140625,1193.5,1198.0,1192.800048828125,1197.1571568080358,1199.1333414713542,1192.5580004882813,0.631898209261772,0.8346845375536327,0.9046823567179045,7.5
2015-04-24,1175.199951171875,1194.4000244140625,1186.9000244140625,1202.9000244140625,1202.9000244140625,1201.5,1193.4000069754463,1198.0809558686756,1191.6819995117187,-1.6075077737549903,0.9622584075335968,0.9640452106386133,-19.2000732421875
2015-04-27,1203.300048828125,1175.199951171875,1194.4000244140625,1186.9000244140625,1193.5,1198.0,1194.1571568080358,1197.9952450706846,1191.3460009765624,2.3910907780611668,1.40430217354121,1.09612139731933,28.10009765625
2015-04-28,1214.0,1203.300048828125,1175.199951171875,1194.4000244140625,1202.9000244140625,1202.9000244140625,1195.7428676060267,1198.6714332217261,1191.0960009765624,0.8892172141350407,1.4349323341381333,1.1078494788861764,10.699951171875
2015-04-29,1209.800048828125,1214.0,1203.300048828125,1175.199951171875,1186.9000244140625,1193.5,1198.0714460100446,1199.8619094122023,1191.1300024414063,-0.34595973409184966,1.3972647862681593,1.071271723076401,-4.199951171875
2015-04-30,1182.4000244140625,1209.800048828125,1214.0,1203.300048828125,1194.4000244140625,1202.9000244140625,1195.1428745814733,1199.828578404018,1190.78400390625,-2.2648390897821113,1.639478590524715,1.189374400584903,-27.4000244140625
2015-05-01,1174.5,1182.4000244140625,1209.800048828125,1214.0,1175.199951171875,1186.9000244140625,1193.3714425223213,1198.2285795665923,1190.1320043945314,-0.6681346626305595,1.5838453499717997,1.0937744574849564,-7.9000244140625
2015-05-04,1186.800048828125,1174.5,1182.4000244140625,1209.800048828125,1203.300048828125,1194.4000244140625,1192.2857317243304,1197.557152157738,1189.7800048828126,1.047258308056609,1.624798529178745,1.1171897408504283,12.300048828125
2015-05-05,1193.199951171875,1186.800048828125,1174.5,1182.4000244140625,1214.0,1175.199951171875,1194.8571602957588,1196.3476271856398,1189.6380029296874,0.5392570003741826,1.4849780837345132,1.071100138852771,6.39990234375
2015-05-06,1190.300048828125,1193.199951171875,1186.800048828125,1174.5,1209.800048828125,1203.300048828125,1193.0000174386162,1195.3809640066963,1189.5060034179687,-0.24303574106769865,1.1384592537374512,1.064035706531705,-2.89990234375
2015-05-07,1182.4000244140625,1190.300048828125,1193.199951171875,1186.800048828125,1182.4000244140625,1214.0,1188.4857352120537,1194.395252046131,1189.13400390625,-0.6637002511963419,1.0502074859628892,1.0652087928939002,-7.9000244140625
2015-05-08,1189.0999755859375,1182.4000244140625,1190.300048828125,1193.199951171875,1174.5,1209.800048828125,1185.5285818917412,1194.1809663318452,1188.72400390625,0.5666399723896376,1.108883904316076,1.0609617695460167,6.699951171875
2015-05-11,1183.199951171875,1189.0999755859375,1182.4000244140625,1190.300048828125,1186.800048828125,1182.4000244140625,1185.642857142857,1193.1619175502233,1188.1360034179688,-0.49617563999656555,0.6952007379233115,1.0435077402100879,-5.9000244140625
2015-05-12,1192.5999755859375,1183.199951171875,1189.0999755859375,1182.4000244140625,1193.199951171875,1174.5,1188.2285679408483,1192.8428664434523,1187.83400390625,0.7944578094980947,0.6763474214498013,1.056906630500108,9.4000244140625
2015-05-13,1218.4000244140625,1192.5999755859375,1183.199951171875,1189.0999755859375,1190.300048828125,1186.800048828125,1192.7428501674108,1194.0619128999256,1188.1220043945314,2.163344738913753,0.9710353939279028,1.1509639930465794,25.800048828125
2015-05-14,1225.4000244140625,1218.4000244140625,1192.5999755859375,1183.199951171875,1182.4000244140625,1193.199951171875,1197.3428606305804,1195.2000093005952,1188.6180053710937,0.5745239543446523,0.9720896371139691,1.1472706421871808,7.0
2015-05-15,1225.5,1225.4000244140625,1218.4000244140625,1192.5999755859375,1189.0999755859375,1190.300048828125,1202.3714250837054,1196.509533110119,1189.2100048828124,0.008158608123531863,0.9494068610045329,1.1440189221227837,0.0999755859375
2015-05-18,1227.800048828125,1225.5,1225.4000244140625,1218.4000244140625,1183.199951171875,1182.4000244140625,1208.857142857143,1197.6952485584077,1190.4840063476563,0.18768248291514134,0.8349143442033071,1.1421866352180992,2.300048828125
2015-05-19,1206.9000244140625,1227.800048828125,1225.5,1225.4000244140625,1192.5999755859375,1189.0999755859375,1211.4000069754463,1198.3333449590773,1191.2940063476562,-1.702233554560495,1.189262613404195,1.1943526239978541,-20.9000244140625
2015-05-20,1208.9000244140625,1206.9000244140625,1227.800048828125,1225.5,1218.4000244140625,1183.199951171875,1215.0714460100446,1198.6190592447917,1192.2700073242188,0.1657138088940746,1.1485834935328614,1.1830656105769863,2.0
2015-05-21,1204.4000244140625,1208.9000244140625,1206.9000244140625,1227.800048828125,1225.4000244140625,1192.5999755859375,1216.7571672712054,1199.452392578125,1193.3440087890624,-0.37223921822493455,1.151736139026032,1.1458703718087762,-4.5
2015-05-22,1204.300048828125,1204.4000244140625,1208.9000244140625,1206.9000244140625,1225.5,1218.4000244140625,1214.742885044643,1199.9238223121279,1194.3880102539063,-0.008300862164645206,0.7349848071662253,1.1388351409558237,-0.0999755859375
2015-05-26,1187.199951171875,1204.300048828125,1204.4000244140625,1208.9000244140625,1227.800048828125,1225.4000244140625,1209.2857317243304,1200.4952508835565,1195.080009765625,-1.419920033457578,0.7858773388542027,1.1258832111059245,-17.10009765625
2015-05-27,1185.9000244140625,1187.199951171875,1204.300048828125,1204.4000244140625,1206.9000244140625,1225.5,1203.6285923549108,1199.6666782924108,1195.7320092773436,-0.10949518289057325,0.7756689324274957,0.9904881630791678,-1.2999267578125
2015-05-28,1188.0999755859375,1185.9000244140625,1187.199951171875,1204.300048828125,1208.9000244140625,1227.800048828125,1197.9571533203125,1198.4333437965029,1196.5280078125,0.1855089911952712,0.7753642424138265,0.9682577901117015,2.199951171875
2015-05-29,1189.4000244140625,1188.0999755859375,1185.9000244140625,1187.199951171875,1204.4000244140625,1206.9000244140625,1195.4571533203125,1197.4619140625,1197.2880078125,0.1094225111387459,0.568707544477812,0.967529829329298,1.300048828125
2015-06-01,1188.300048828125,1189.4000244140625,1188.0999755859375,1185.9000244140625,1204.300048828125,1208.9000244140625,1192.5142996651787,1197.7428676060267,1197.6720092773437,-0.09248155064394137,0.5485164996025576,0.8279161951374637,-1.0999755859375
2015-06-02,1194.0999755859375,1188.300048828125,1189.4000244140625,1188.0999755859375,1187.199951171875,1204.4000244140625,1191.0428641183037,1198.6761997767858,1197.8580078125,0.4880860489345551,0.6081211663056715,0.8177626716458711,5.7999267578125
2015-06-03,1184.699951171875,1194.0999755859375,1188.300048828125,1189.4000244140625,1185.9000244140625,1204.300048828125,1188.2428501674108,1198.576195126488,1197.7920068359374,-0.7872058124320791,0.6536164412503195,0.807413864583846,-9.4000244140625
2015-06-04,1174.9000244140625,1184.699951171875,1194.0999755859375,1188.300048828125,1188.0999755859375,1187.199951171875,1186.4857177734375,1197.7047700427827,1197.4560083007811,-0.8272074923375006,0.4927086494219978,0.8163432807793203,-9.7999267578125
2015-06-05,1167.800048828125,1174.9000244140625,1184.699951171875,1194.0999755859375,1189.4000244140625,1185.9000244140625,1183.9000069754463,1196.6333414713542,1196.8660083007812,-0.604304658983934,0.521008162355496,0.8239344990742461,-7.0999755859375
2015-06-08,1173.199951171875,1167.800048828125,1174.9000244140625,1184.699951171875,1188.300048828125,1188.0999755859375,1181.7714320591517,1196.1952427455358,1196.2280078125,0.4623995648200818,0.565396775834924,0.8212063348025068,5.39990234375
2015-06-09,1177.300048828125,1173.199951171875,1167.800048828125,1174.9000244140625,1194.0999755859375,1189.4000244140625,1180.0428641183037,1195.6333414713542,1195.7780078125,0.3494798693227441,0.5924236683883712,0.8146056537326772,4.10009765625
2015-06-10,1186.0999755859375,1177.300048828125,1173.199951171875,1167.800048828125,1184.699951171875,1188.300048828125,1179.7285679408483,1195.7714378720239,1195.8040063476562,0.7474667793118561,0.6828667763426302,0.8252502089209677,8.7999267578125
2015-06-11,1179.9000244140625,1186.0999755859375,1177.300048828125,1173.199951171875,1174.9000244140625,1194.0999755859375,1177.7000034877233,1195.1666782924108,1195.7400073242188,-0.5227174183872862,0.663000717962361,0.8130024029280268,-6.199951171875
2015-06-12,1178.800048828125,1179.9000244140625,1186.0999755859375,1177.300048828125,1167.800048828125,1184.699951171875,1176.8571602957588,1193.2809651692708,1195.1540087890626,-0.09322616858862265,0.6044282771060131,0.6359940122253472,-1.0999755859375
2015-06-15,1185.300048828125,1178.800048828125,1179.9000244140625,1186.0999755859375,1173.199951171875,1174.9000244140625,1178.3428780691963,1191.3714425223213,1194.8420092773438,0.5514081889003819,0.537359278421946,0.6346864025264843,6.5
2015-06-16,1180.5,1185.300048828125,1178.800048828125,1179.9000244140625,1177.300048828125,1167.800048828125,1180.1571568080358,1189.2285853794642,1194.080009765625,-0.4049648722170174,0.49580703272134535,0.6357330374336505,-4.800048828125
2015-06-17,1176.4000244140625,1180.5,1185.300048828125,1178.800048828125,1186.0999755859375,1173.199951171875,1180.6143101283483,1186.7809651692708,1193.3960107421874,-0.3473083935567556,0.5066601425808342,0.631130918080512,-4.0999755859375
2015-06-18,1201.5,1176.4000244140625,1180.5,1185.300048828125,1179.9000244140625,1177.300048828125,1184.0714460100446,1186.5238211495537,1193.3640112304688,2.133625898081659,0.9463005772182026,0.7234191311134525,25.0999755859375
2015-06-19,1201.5,1201.5,1176.4000244140625,1180.5,1178.800048828125,1186.0999755859375,1186.271449497768,1186.1714390345983,1193.52201171875,0.0,0.9287302599274494,0.7222078013824167,0.0
2015-06-22,1183.699951171875,1201.5,1201.5,1176.4000244140625,1185.300048828125,1179.9000244140625,1186.8142961774554,1185.1857212611608,1193.1040112304688,-1.4814855454119868,1.105004261328344,0.7864464205847417,-17.800048828125
2015-06-23,1176.199951171875,1183.699951171875,1201.5,1201.5,1180.5,1178.800048828125,1186.4428536551338,1183.847621372768,1192.6420092773437,-0.6336065142669711,1.135234008756746,0.7953993441382893,-7.5
2015-06-24,1172.5999755859375,1176.199951171875,1183.699951171875,1201.5,1176.4000244140625,1185.300048828125,1184.6285574776787,1183.1523844401042,1192.2380078125,-0.306068333224363,1.1084866886353542,0.7387572658366767,-3.5999755859375
2015-06-25,1171.5,1172.5999755859375,1176.199951171875,1183.699951171875,1201.5,1180.5,1183.3428431919642,1182.4666689918154,1191.6380078125,-0.09380655030184482,1.1027140441784058,0.7387087317977459,-1.0999755859375
2015-06-26,1172.9000244140625,1171.5,1172.5999755859375,1176.199951171875,1201.5,1176.4000244140625,1182.8428431919642,1181.7428617931548,1191.1360083007812,0.11950699223750583,1.099665226065442,0.7377715480957437,1.4000244140625
2015-06-29,1178.5,1172.9000244140625,1171.5,1172.5999755859375,1183.699951171875,1201.5,1179.55712890625,1181.2238130115327,1190.6480078125,0.47744696643987616,0.634485689499699,0.7462870088244772,5.5999755859375
2015-06-30,1171.5,1178.5,1172.9000244140625,1171.5,1176.199951171875,1201.5,1175.2714146205358,1180.4238106863838,1190.2080078125,-0.5939753924480318,0.6314451180417573,0.7559713005032682,-7.0
2015-07-01,1169.0,1171.5,1178.5,1172.9000244140625,1172.5999755859375,1183.699951171875,1173.171421595982,1179.2285737537202,1189.5300073242188,-0.21340162185232714,0.39231718495289225,0.7457359137593342,-2.5
2015-07-02,1163.0,1169.0,1171.5,1178.5,1171.5,1176.199951171875,1171.2857142857142,1178.1952427455358,1189.0520068359374,-0.5132591958939225,0.3710698386279099,0.7354101715545449,-6.0
2015-07-06,1172.9000244140625,1163.0,1169.0,1171.5,1172.9000244140625,1172.5999755859375,1171.328578404018,1178.1000046502977,1188.6220068359376,0.8512488748119162,0.5223793391071025,0.7419412918534661,9.9000244140625
2015-07-07,1152.4000244140625,1172.9000244140625,1163.0,1169.0,1178.5,1171.5,1168.6000104631696,1177.3666701543898,1188.1660083007812,-1.7478045505405326,0.8473921290053491,0.8253582534149142,-20.5
2015-07-08,1163.300048828125,1152.4000244140625,1172.9000244140625,1163.0,1171.5,1172.9000244140625,1167.2285853794642,1176.8952462332588,1187.3660083007812,0.9458542331778119,0.9551427260123281,0.8471125161993094,10.9000244140625
2015-07-09,1159.0,1163.300048828125,1152.4000244140625,1172.9000244140625,1169.0,1178.5,1164.44287109375,1176.0238153366815,1186.2660083007813,-0.3696422803778576,0.920852429686898,0.8452439805735416,-4.300048828125
2015-07-10,1157.699951171875,1159.0,1163.300048828125,1152.4000244140625,1163.0,1171.5,1162.471435546875,1174.6714332217261,1185.2240063476563,-0.11216987300474157,0.9074068665255801,0.8241681224410186,-1.300048828125
2015-07-13,1155.199951171875,1157.699951171875,1159.0,1163.300048828125,1172.9000244140625,1169.0,1160.5,1173.4952392578125,1184.6800048828125,-0.21594541810849854,0.9074297115811367,0.8192302752581617,-2.5
2015-07-14,1153.300048828125,1155.199951171875,1157.699951171875,1159.0,1152.4000244140625,1163.0,1159.114292689732,1172.2809535435267,1184.256005859375,-0.1644652375394129,0.894667331991025,0.8193591639030622,-1.89990234375
2015-07-15,1147.199951171875,1153.300048828125,1155.199951171875,1157.699951171875,1163.300048828125,1172.9000244140625,1155.4428536551338,1170.4666631789435,1183.46400390625,-0.5289254658792708,0.7921515544874964,0.8102197363759204,-6.10009765625
2015-07-16,1143.800048828125,1147.199951171875,1153.300048828125,1155.199951171875,1159.0,1152.4000244140625,1154.2142857142858,1168.7190464564733,1182.476005859375,-0.2963652796774463,0.4841751919448519,0.8088721416703589,-3.39990234375
2015-07-17,1131.800048828125,1143.800048828125,1147.199951171875,1153.300048828125,1157.699951171875,1163.300048828125,1149.7142857142858,1166.595238095238,1181.306005859375,-1.0491344192802399,0.3217878591346098,0.8317305332723673,-12.0
2015-07-20,1106.699951171875,1131.800048828125,1143.800048828125,1147.199951171875,1155.199951171875,1159.0,1142.2428501674108,1162.0809500558037,1179.7920043945312,-2.2177148412600656,0.760481325763389,0.7657733410125167,-25.10009765625
2015-07-21,1103.4000244140625,1106.699951171875,1131.800048828125,1143.800048828125,1153.300048828125,1157.699951171875,1134.4857177734375,1157.4095226469494,1178.0780053710937,-0.29817718472999744,0.7413637471590644,0.7609726759489797,-3.2999267578125
2015-07-22,1091.4000244140625,1103.4000244140625,1106.699951171875,1131.800048828125,1147.199951171875,1155.199951171875,1125.3714425223213,1153.0142880394346,1176.2420068359374,-1.0875475561433312,0.723103364955275,0.7375256169433592,-12.0
2015-07-23,1094.0,1091.4000244140625,1103.4000244140625,1106.699951171875,1143.800048828125,1153.300048828125,1116.9000069754463,1149.1000046502977,1174.2700073242188,0.2382238892960853,0.7950869972674838,0.7472018721709733,2.5999755859375
2015-07-24,1085.5999755859375,1094.0,1091.4000244140625,1103.4000244140625,1131.800048828125,1147.199951171875,1108.1000104631696,1144.9571475074404,1171.6140063476562,-0.7678267288905416,0.7891955323028779,0.7528730034903498,-8.4000244140625
2015-07-27,1096.5,1085.5999755859375,1094.0,1091.4000244140625,1106.699951171875,1143.800048828125,1101.3428606305804,1141.385718936012,1169.036005859375,1.0040553296972288,1.0369211545564363,0.8086065474330351,10.9000244140625
2015-07-28,1096.300048828125,1096.5,1085.5999755859375,1094.0,1103.4000244140625,1131.800048828125,1096.2714320591517,1137.7381010509673,1166.4520068359375,-0.018235400991795103,1.0351888099671165,0.8054887964918199,-0.199951171875
2015-07-29,1092.699951171875,1096.300048828125,1096.5,1085.5999755859375,1091.4000244140625,1106.699951171875,1094.2714320591517,1133.6523844401042,1163.7500048828124,-0.32838616217323313,0.6841335794410125,0.7846244997571568,-3.60009765625
2015-07-30,1088.4000244140625,1092.699951171875,1096.300048828125,1096.5,1094.0,1103.4000244140625,1092.1285749162946,1129.6952427455358,1161.3800048828125,-0.39351395167548375,0.6878243253806121,0.7828064430905451,-4.2999267578125
2015-07-31,1094.9000244140625,1088.4000244140625,1092.699951171875,1096.300048828125,1085.5999755859375,1091.4000244140625,1092.6285749162946,1126.1666724795386,1159.1000048828125,0.597206895828517,0.613516335859152,0.8092529986657547,6.5
2015-08-03,1089.4000244140625,1094.9000244140625,1088.4000244140625,1092.699951171875,1096.5,1094.0,1091.971435546875,1122.6619117373511,1156.8000048828126,-0.5023289686145849,0.6384614342561948,0.8091180305800835,-5.5
2015-08-04,1090.699951171875,1089.4000244140625,1094.9000244140625,1088.4000244140625,1096.300048828125,1085.5999755859375,1092.7000034877233,1118.7476225353423,1154.5280029296875,0.11932501640172788,0.5570340992562516,0.7715933151589143,1.2999267578125
2015-08-05,1085.699951171875,1090.699951171875,1089.4000244140625,1094.9000244140625,1092.699951171875,1096.5,1091.1571393694196,1115.5714285714287,1152.4980029296876,-0.45842121791862533,0.39957902938496215,0.7023759541331144,-5.0
2015-08-06,1090.199951171875,1085.699951171875,1090.699951171875,1089.4000244140625,1088.4000244140625,1096.300048828125,1090.2856968470983,1112.0904715401787,1150.5840014648438,0.4144791565241279,0.4517356069373783,0.6645131768127259,4.5
2015-08-07,1094.0999755859375,1090.199951171875,1085.699951171875,1090.699951171875,1094.9000244140625,1092.699951171875,1090.4857003348213,1108.9999941871279,1148.7040014648437,0.357734781575636,0.4628562948903385,0.6798350306157674,3.9000244140625
2015-08-10,1104.199951171875,1094.0999755859375,1090.199951171875,1085.699951171875,1089.4000244140625,1088.4000244140625,1092.7428327287946,1106.4523751395088,1147.0,0.9231309579847524,0.529857336923768,0.727835284250791,10.0999755859375
2015-08-11,1107.5999755859375,1104.199951171875,1094.0999755859375,1090.199951171875,1090.699951171875,1094.9000244140625,1094.5571114676338,1104.1857096354167,1145.3859985351562,0.30791745738207865,0.5050801896604764,0.7369915903711872,3.4000244140625
2015-08-12,1123.199951171875,1107.5999755859375,1104.199951171875,1094.0999755859375,1085.699951171875,1089.4000244140625,1099.3856724330358,1102.7523716517858,1143.967998046875,1.4084485310398076,0.5924747667739672,0.816196031890798,15.5999755859375
2015-08-13,1115.699951171875,1123.199951171875,1107.5999755859375,1104.199951171875,1090.199951171875,1090.699951171875,1102.9571010044642,1101.2523716517858,1142.587998046875,-0.6677350717630426,0.7234462746851171,0.820202851301418,-7.5
2015-08-14,1112.9000244140625,1115.699951171875,1123.199951171875,1107.5999755859375,1094.0999755859375,1085.699951171875,1106.8428257533483,1099.7809419177827,1141.347998046875,-0.25095696695797143,0.6893777743632485,0.8198000941377616,-2.7999267578125
2015-08-17,1118.5999755859375,1112.9000244140625,1115.699951171875,1123.199951171875,1104.199951171875,1090.199951171875,1110.8999720982142,1099.152367001488,1140.3639965820312,0.5121709989067469,0.691740322271497,0.8026187478089517,5.699951171875
2015-08-18,1117.0999755859375,1118.5999755859375,1112.9000244140625,1115.699951171875,1107.5999755859375,1094.0999755859375,1114.1856863839287,1099.6476062593006,1139.2419970703124,-0.13409619459487931,0.717696968446191,0.6323300008680003,-1.5
2015-08-19,1128.0999755859375,1117.0999755859375,1118.5999755859375,1112.9000244140625,1123.199951171875,1104.199951171875,1117.5999755859375,1100.8237944103423,1138.2579956054688,0.9846925289055175,0.7269254432597558,0.6587861687769734,11.0
2015-08-20,1153.0,1128.0999755859375,1117.0999755859375,1118.5999755859375,1115.699951171875,1107.5999755859375,1124.085693359375,1103.7571265811011,1137.59599609375,2.2072533421631624,1.0214306048209534,0.7464451856382485,24.9000244140625
2015-08-21,1159.5999755859375,1153.0,1128.0999755859375,1117.0999755859375,1112.9000244140625,1123.199951171875,1129.2856968470983,1106.8809349423364,1137.1899951171874,0.5724176570631068,0.9551396511120911,0.749414976481638,6.5999755859375
2015-08-24,1153.4000244140625,1159.5999755859375,1153.0,1128.0999755859375,1118.5999755859375,1115.699951171875,1134.671421595982,1110.1095086960565,1136.6819946289063,-0.5346629270789882,0.9299324605005483,0.7346917492784792,-6.199951171875
2015-08-25,1138.199951171875,1153.4000244140625,1159.5999755859375,1153.0,1117.0999755859375,1112.9000244140625,1138.2856968470983,1112.0952206566221,1135.7399926757812,-1.3178492214710347,1.1345360107351663,0.7943790447202909,-15.2000732421875
2015-08-26,1124.5999755859375,1138.199951171875,1153.4000244140625,1159.5999755859375,1128.0999755859375,1118.5999755859375,1139.1428397042412,1113.442836216518,1134.6219921875,-1.1948669978359416,1.2641856184087188,0.8487602694738301,-13.5999755859375
2015-08-27,1122.4000244140625,1124.5999755859375,1138.199951171875,1153.4000244140625,1153.0,1117.0999755859375,1139.8999895368304,1114.8571254185267,1133.5419921875,-0.19562077357584418,1.266161053638907,0.8457043705746223,-2.199951171875
2015-08-28,1133.0999755859375,1122.4000244140625,1124.5999755859375,1138.199951171875,1159.5999755859375,1128.0999755859375,1140.6142752511162,1116.9856945219494,1132.1739916992187,0.9533099553753921,1.2624511516900572,0.8549427109342778,10.699951171875
2015-08-31,1131.5999755859375,1133.0999755859375,1122.4000244140625,1124.5999755859375,1153.4000244140625,1153.0,1137.55712890625,1118.7333112444196,1130.7759912109375,-0.13238019877498397,0.8420022856682176,0.8526152633201841,-1.5
2015-09-01,1138.699951171875,1131.5999755859375,1133.0999755859375,1122.4000244140625,1138.199951171875,1159.5999755859375,1134.5714111328125,1121.0809268043154,1129.8759912109374,0.6274280434003243,0.8513176278285869,0.844298507576569,7.0999755859375
2015-09-02,1132.5,1138.699951171875,1131.5999755859375,1133.0999755859375,1124.5999755859375,1153.4000244140625,1131.585693359375,1123.0714053199404,1129.0019921875,-0.544476283282036,0.851860179681004,0.86030889258919,-6.199951171875
2015-09-03,1123.699951171875,1132.5,1138.699951171875,1131.5999755859375,1122.4000244140625,1138.199951171875,1129.5142647879463,1124.8809291294642,1128.0239916992186,-0.7770462541390688,0.759177566227608,0.8748687570101419,-8.800048828125
